timestamp,open,high,low,close,volume
2023-03-20,98.8,100.48,97.13,97.13,4404211
2023-03-21,98.26,98.72,96.76,98.16,119957
2023-03-22,97.13,98.33,95.9,95.9,3186858
2023-03-23,95.21,96.92,94.35,94.4,2472097
2023-03-24,99.85,101.82,99.7,100.88,3403817
2023-03-27,98.59,99.17,98.38,99.17,2007371
2023-03-28,99.0,100.04,98.95,100.04,886817
2023-03-29,98.43,99.3,97.48,98.97,193935
2023-03-30,100.77,102.76,99.01,100.34,3208211
2023-03-31,100.44,101.49,99.97,100.53,4481989
2023-04-03,99.81,101.68,98.09,99.11,1867233
2023-04-04,99.67,100.34,97.87,100.24,1902563
2023-04-05,100.59,101.55,98.7,99.63,3423507
2023-04-06,100.11,101.58,99.07,99.07,3740302
2023-04-07,101.49,102.33,100.19,102.33,3644041
2023-04-10,99.7,101.22,99.11,99.42,647700
2023-04-11,100.17,101.51,99.37,100.86,3097145
2023-04-12,100.22,101.32,98.53,101.32,3746282
2023-04-13,99.59,100.81,97.86,99.06,1440898
2023-04-14,98.7,99.24,97.43,98.67,542683
2023-04-17,101.12,102.36,99.62,102.06,2957714
2023-04-18,100.22,100.4,99.44,99.44,2374017
2023-04-19,100.35,100.84,98.92,100.84,2587038
2023-04-20,100.2,100.38,98.25,100.15,2898986
2023-04-21,99.08,100.28,98.88,99.05,3069908
2023-04-24,98.83,100.57,97.12,98.51,2664686
2023-04-25,101.86,103.33,100.46,100.97,1763950
2023-04-26,100.81,102.8,100.48,100.86,1208478
2023-04-27,101.56,102.84,100.99,101.44,1031663
2023-04-28,101.36,102.08,100.66,100.66,1025399
2023-05-01,98.56,99.59,96.64,97.64,4463724
2023-05-02,101.31,102.83,99.42,102.13,4765988
2023-05-03,99.5,101.33,99.0,101.33,1688927
2023-05-04,100.15,101.32,98.23,99.22,4968515
2023-05-05,99.17,100.73,98.74,98.93,4038459
2023-05-08,99.47,100.33,98.55,100.16,1330206
2023-05-09,99.28,99.48,97.35,98.89,1775760
2023-05-10,100.8,101.2,100.59,101.2,3906545
2023-05-11,98.88,99.97,97.82,97.82,4987177
2023-05-12,97.88,99.09,96.98,98.65,193393
2023-05-15,98.76,99.36,97.55,97.55,1595233
2023-05-16,97.93,99.8,96.74,99.05,4302905
2023-05-17,97.77,98.77,96.71,97.01,1485461
2023-05-18,98.2,98.39,97.43,98.01,4224065
2023-05-19,99.53,99.72,99.29,99.37,1680468
2023-05-22,96.32,96.83,95.25,95.33,2714508
2023-05-23,98.06,99.28,96.84,97.3,3241042
2023-05-24,96.17,97.89,95.93,97.89,4316134
2023-05-25,96.63,96.96,95.25,95.81,1127634
2023-05-26,98.82,99.36,97.94,97.94,3023860
2023-05-29,99.15,101.15,98.48,99.87,147011
2023-05-30,96.79,98.54,96.18,98.24,3761146
2023-05-31,97.3,98.32,95.94,97.57,769328
2023-06-01,99.02,100.12,97.5,99.91,4200638
2023-06-02,100.94,102.11,100.6,102.11,4404703
2023-06-05,98.47,99.28,96.9,99.28,3947121
2023-06-06,101.22,102.38,100.69,100.72,163155
2023-06-07,100.68,101.21,98.79,99.81,1247234
2023-06-08,98.94,99.62,98.06,98.53,908518
2023-06-09,100.28,102.24,98.97,102.24,3301485
2023-06-12,101.28,102.69,100.06,100.83,1539709
2023-06-13,103.0,103.62,101.46,102.08,3060182
2023-06-14,100.59,101.96,98.83,99.75,3682040
2023-06-15,98.43,100.22,98.41,98.92,986665
2023-06-16,99.17,100.29,98.85,100.29,4202526
2023-06-19,100.94,102.71,99.45,100.7,1673623
2023-06-20,99.05,100.97,97.63,99.74,3448830
2023-06-21,101.23,102.58,100.9,100.9,2613546
2023-06-22,98.22,99.34,97.78,97.78,2918476
2023-06-23,98.17,99.81,96.84,99.2,1772956
2023-06-26,100.06,100.21,98.67,99.88,2921650
2023-06-27,100.01,101.48,99.56,100.06,671378
2023-06-28,97.88,98.51,96.11,96.23,1641430
2023-06-29,98.35,98.52,96.95,97.64,2971263
2023-06-30,97.7,99.48,96.68,97.3,4554485
2023-07-03,98.24,99.8,97.16,97.16,2560798
2023-07-04,97.72,99.38,96.32,97.75,2811508
2023-07-05,100.36,100.86,98.39,100.86,4574824
2023-07-06,99.21,99.69,97.49,97.83,519334
2023-07-07,98.51,99.96,98.07,99.26,737278
2023-07-10,98.31,99.04,96.4,99.04,4082288
2023-07-11,99.55,100.24,99.22,100.2,4096161
2023-07-12,97.34,97.98,96.34,97.26,4513795
2023-07-13,97.54,97.89,95.92,96.36,3632066
2023-07-14,98.13,98.6,97.38,97.94,3256870
2023-07-17,99.7,100.53,97.76,99.56,4083801
2023-07-18,100.42,102.39,98.81,99.89,3487397
2023-07-19,97.98,99.91,95.43,95.43,4509786
2023-07-20,96.92,98.82,95.42,95.42,3152026
2023-07-21,98.23,99.1,97.05,98.41,2290686
2023-07-24,96.85,96.99,96.03,96.64,4951302
2023-07-25,97.16,97.87,95.69,97.08,1980040
2023-07-26,97.0,97.71,95.71,96.56,429780
2023-07-27,98.7,100.19,97.54,99.9,2591508
2023-07-28,96.64,98.46,95.7,97.66,930728
2023-07-31,97.17,98.01,96.35,97.92,4623457
2023-08-01,95.96,97.25,95.95,96.63,491475
2023-08-02,95.31,95.62,95.22,95.37,507780
2023-08-03,96.52,97.44,95.21,96.14,474762
2023-08-04,97.8,99.35,97.06,98.44,1167681
2023-08-07,96.08,97.5,95.21,97.5,3503496
2023-08-08,96.13,97.99,94.01,94.01,2642236
2023-08-09,95.02,96.99,93.54,95.96,1897969
2023-08-10,96.09,96.2,95.35,96.03,1111985
2023-08-11,97.59,98.96,96.85,97.72,2414895
2023-08-14,97.22,98.33,96.08,96.08,2734538
2023-08-15,95.38,97.27,94.16,94.16,1236914
2023-08-16,95.05,95.92,94.06,94.06,4665330
2023-08-17,95.9,96.18,94.88,94.88,603331
2023-08-18,95.89,97.08,95.01,95.29,4606823
2023-08-21,94.83,96.22,93.43,95.9,3719556
2023-08-22,94.85,95.54,94.51,94.75,4898140
2023-08-23,97.05,98.44,96.2,96.77,2306821
2023-08-24,96.39,98.59,95.54,98.59,2586701
2023-08-25,95.5,95.76,94.29,94.29,4779031
2023-08-28,96.12,96.51,95.4,96.38,785413
2023-08-29,96.29,97.85,94.33,96.27,2009399
2023-08-30,94.34,95.79,93.18,94.42,2646437
2023-08-31,95.32,96.61,94.61,94.61,3499646
2023-09-01,95.68,96.16,95.67,96.16,1200534
2023-09-04,96.92,98.42,96.05,96.05,596893
2023-09-05,94.38,95.24,93.5,94.99,4610226
2023-09-06,94.03,95.92,92.64,95.82,3619662
2023-09-07,94.61,95.29,93.9,94.21,3113536
2023-09-08,94.85,96.69,93.68,95.26,789919
2023-09-11,94.58,94.87,93.19,94.87,1226256
2023-09-12,92.41,92.93,91.09,91.09,1018289
2023-09-13,93.84,95.83,92.62,95.27,2944571
2023-09-14,92.47,93.69,91.34,92.57,3201130
2023-09-15,94.39,96.14,93.1,94.17,1291026
2023-09-18,94.21,94.95,94.17,94.32,4347301
2023-09-19,95.2,95.76,94.41,94.41,2305309
2023-09-20,93.43,95.39,92.86,93.46,3132955
2023-09-21,94.73,96.53,94.0,96.53,2544504
2023-09-22,94.85,96.48,94.38,95.83,1036211
2023-09-25,93.89,94.73,93.76,94.15,2661747
2023-09-26,93.08,94.1,93.01,93.23,4738032
2023-09-27,95.14,96.87,93.18,96.33,3675110
2023-09-28,93.72,95.7,92.99,95.15,2289452
2023-09-29,95.51,95.86,93.7,95.86,657141
2023-10-02,93.61,94.37,91.77,93.46,4061473
2023-10-03,94.05,94.32,93.52,93.52,3739102
2023-10-04,93.75,94.13,92.89,92.92,3212081
2023-10-05,96.35,97.1,95.97,96.85,3124965
2023-10-06,95.45,96.65,94.4,96.27,3983521
2023-10-09,95.79,95.89,95.56,95.78,3004583
2023-10-10,95.01,95.35,92.64,92.64,3733641
2023-10-11,95.65,97.53,94.45,96.68,2698696
2023-10-12,96.36,97.06,94.64,95.67,3454713
2023-10-13,96.12,96.88,95.17,96.72,2834264
2023-10-16,97.0,98.43,95.99,98.01,4847426
2023-10-17,95.48,95.62,95.18,95.18,4971041
2023-10-18,94.52,95.33,93.82,95.03,911165
2023-10-19,95.18,95.93,93.85,94.99,868485
2023-10-20,93.84,93.92,92.5,92.5,1168403
2023-10-23,94.3,94.55,94.21,94.39,2817254
2023-10-24,93.61,94.06,92.16,92.81,110938
2023-10-25,93.4,93.91,91.5,93.91,2459716
2023-10-26,93.05,93.25,91.27,91.63,1652054
2023-10-27,95.08,95.82,93.92,93.92,1681164
2023-10-30,95.21,96.38,94.12,96.38,4055574
2023-10-31,94.43,96.32,93.53,93.65,934401
2023-11-01,92.51,94.15,92.11,92.47,1680255
2023-11-02,92.81,94.62,92.16,92.16,4762821
2023-11-03,95.91,96.93,94.08,96.93,3977792
2023-11-06,93.66,94.23,91.68,93.14,4673795
2023-11-07,91.41,93.24,90.29,90.91,902434
2023-11-08,93.6,94.7,93.0,93.0,3069506
2023-11-09,94.31,94.71,92.35,94.39,1313837
2023-11-10,93.57,93.97,91.78,92.76,3155654
2023-11-13,92.9,94.15,91.57,92.95,2449350
2023-11-14,93.66,94.07,93.45,94.07,4065866
2023-11-15,93.74,95.25,91.95,93.54,3501752
2023-11-16,93.33,94.78,91.81,91.81,1345304
2023-11-17,92.23,92.95,90.27,90.27,553767
2023-11-20,94.12,94.22,93.23,93.23,276192
2023-11-21,93.43,94.54,92.14,93.57,4380239
2023-11-22,94.35,94.61,92.39,94.2,4069588
2023-11-23,94.76,96.53,92.95,94.3,357495
2023-11-24,91.63,92.83,91.08,92.83,3085963
2023-11-27,93.06,94.51,91.77,92.79,1743339
2023-11-28,94.97,94.97,93.62,93.62,1860637
2023-11-29,93.24,94.43,92.94,93.04,3687764
2023-11-30,96.03,97.37,94.76,97.34,3256536
2023-12-01,94.39,95.35,93.73,94.65,2273597
2023-12-04,94.16,94.63,92.4,92.4,952821
2023-12-05,94.61,95.74,92.84,95.51,3996888
2023-12-06,95.29,96.43,93.76,94.95,2414517
2023-12-07,94.99,96.23,93.71,96.21,3795029
2023-12-08,94.54,96.35,94.23,94.75,876119
2023-12-11,96.22,98.16,95.47,96.28,2533244
2023-12-12,96.65,98.1,95.62,96.22,1487826
2023-12-13,96.53,97.83,94.9,97.81,1938045
2023-12-14,95.81,97.24,94.76,96.29,3035021
2023-12-15,93.37,95.26,92.01,92.01,4492847
2023-12-18,96.08,96.82,95.73,96.82,3201099
2023-12-19,96.92,98.56,96.34,97.61,205777
2023-12-20,97.41,98.54,96.57,98.54,109944
2023-12-21,97.25,98.28,96.37,97.15,1916378
2023-12-22,98.12,99.29,96.64,96.64,1196329
2023-12-25,96.52,98.39,94.79,94.79,1752391
2023-12-26,97.56,99.36,97.28,97.84,2075002
2023-12-27,96.34,97.12,94.76,97.12,828844
2023-12-28,98.78,99.36,98.36,98.8,2443264
2023-12-29,96.75,98.2,95.91,97.32,3866009
