timestamp,open,high,low,close,volume
2023-05-22,95.08,95.53,93.57,95.53,400515
2023-05-23,98.48,98.8,97.43,97.43,4815909
2023-05-24,97.68,98.39,97.14,97.68,1198749
2023-05-25,97.17,98.68,96.56,98.68,905075
2023-05-26,99.1,100.24,97.36,100.24,680132
2023-05-29,95.94,97.21,94.6,97.21,4391489
2023-05-30,97.59,99.24,96.42,98.14,1274559
2023-05-31,99.16,99.33,97.58,97.58,1675352
2023-06-01,99.2,99.35,96.94,96.94,1211611
2023-06-02,98.01,98.57,97.24,97.34,2481684
2023-06-05,97.13,97.35,95.98,96.89,2021812
2023-06-06,97.27,97.87,95.43,96.29,513264
2023-06-07,98.47,99.33,96.88,99.33,4523349
2023-06-08,97.48,98.12,96.62,97.53,2187537
2023-06-09,98.47,98.64,97.37,97.37,4359398
2023-06-12,95.67,96.56,93.94,94.26,4704251
2023-06-13,94.4,95.84,92.69,92.69,3887900
2023-06-14,95.59,95.94,93.84,95.94,1803846
2023-06-15,93.87,95.66,92.43,95.4,274049
2023-06-16,96.02,97.77,94.3,95.59,982688
2023-06-19,94.91,96.67,94.84,96.03,1052178
2023-06-20,94.24,94.72,93.82,94.2,2324057
2023-06-21,95.15,96.19,93.42,93.95,144327
2023-06-22,97.45,97.88,95.98,97.08,334085
2023-06-23,97.6,99.14,95.7,95.94,4673336
2023-06-26,98.7,98.75,97.04,97.79,869877
2023-06-27,97.55,98.19,95.75,97.8,1870059
2023-06-28,99.37,100.15,99.08,100.15,2832473
2023-06-29,98.31,100.07,98.21,98.45,4587388
2023-06-30,97.46,98.4,96.32,97.51,4806717
2023-07-03,99.0,99.82,98.09,99.46,180493
2023-07-04,99.06,100.27,98.02,99.61,3220732
2023-07-05,95.71,97.18,94.23,94.23,888266
2023-07-06,97.61,98.07,96.06,97.62,2182263
2023-07-07,97.72,99.28,97.05,97.05,4390753
2023-07-10,98.06,98.12,97.21,97.21,3395848
2023-07-11,97.02,98.01,96.75,97.85,1085811
2023-07-12,96.9,97.28,95.03,96.48,3804572
2023-07-13,96.31,96.37,94.71,94.71,985422
2023-07-14,96.97,98.18,96.39,96.45,2132729
2023-07-17,96.27,97.16,94.91,96.61,3068594
2023-07-18,97.2,97.37,95.58,95.58,906733
2023-07-19,99.61,100.18,98.38,99.89,2222797
2023-07-20,97.71,99.29,95.9,96.09,4819496
2023-07-21,96.26,96.37,94.54,95.76,2366823
2023-07-24,97.77,99.12,96.4,98.19,4537630
2023-07-25,98.21,99.29,96.88,96.88,4784283
2023-07-26,98.84,99.68,96.9,99.14,4750364
2023-07-27,96.84,98.02,95.43,95.43,4251764
2023-07-28,97.64,98.66,95.58,95.58,777283
2023-07-31,99.99,100.52,98.03,100.06,2343489
2023-08-01,97.77,98.25,96.36,98.25,4038951
2023-08-02,100.16,101.3,98.94,100.15,2321080
2023-08-03,100.2,101.3,100.1,100.3,3511416
2023-08-04,99.8,100.58,99.6,99.6,3674317
2023-08-07,99.29,100.25,98.82,98.82,1494960
2023-08-08,100.24,102.16,99.0,99.88,1837704
2023-08-09,102.77,103.17,100.84,102.91,1324640
2023-08-10,101.04,101.24,100.77,100.77,1064676
2023-08-11,100.33,102.23,100.29,100.6,4980700
2023-08-14,100.76,102.56,98.82,99.6,3399518
2023-08-15,99.75,101.57,98.68,99.79,1623466
2023-08-16,99.12,99.38,98.03,98.92,3631119
2023-08-17,99.74,100.17,98.1,99.96,1249259
2023-08-18,99.86,99.9,98.91,99.84,331225
2023-08-21,99.7,101.62,97.72,97.72,1792008
2023-08-22,101.37,103.4,100.05,103.4,2606832
2023-08-23,100.0,101.04,97.77,97.77,1430176
2023-08-24,100.35,100.78,98.43,98.98,4696968
2023-08-25,98.57,100.34,96.65,97.2,4198296
2023-08-28,97.35,99.12,95.81,98.1,2192157
2023-08-29,98.94,100.83,98.46,99.49,206520
2023-08-30,98.23,98.36,96.67,97.49,1978927
2023-08-31,96.89,98.48,96.03,97.51,3973639
2023-09-01,98.42,98.44,97.6,97.6,749130
2023-09-04,98.75,99.02,97.13,98.96,808254
2023-09-05,98.38,99.44,97.14,97.56,2380494
2023-09-06,100.81,101.39,100.13,100.81,390469
2023-09-07,100.24,101.75,98.61,98.61,798190
2023-09-08,100.62,102.27,98.83,102.27,2387516
2023-09-11,101.97,103.87,100.65,102.27,190772
2023-09-12,100.62,101.36,99.44,99.44,463727
2023-09-13,101.09,102.74,99.42,100.01,2151952
2023-09-14,100.5,101.97,98.54,101.97,4737999
2023-09-15,102.03,103.65,100.34,102.94,887632
2023-09-18,101.03,102.65,100.99,101.61,2168335
2023-09-19,100.82,101.36,99.08,100.36,4741908
2023-09-20,100.39,101.74,98.94,99.41,1166619
2023-09-21,101.43,103.4,100.52,103.4,4347430
2023-09-22,101.99,102.72,100.0,100.0,2116636
2023-09-25,103.75,105.04,102.78,104.39,3241679
2023-09-26,102.71,103.01,101.42,102.11,3042556
2023-09-27,103.29,105.12,102.2,102.2,4654461
2023-09-28,104.91,106.58,103.03,105.53,1700732
2023-09-29,103.71,103.84,101.88,103.84,3292394
2023-10-02,103.44,104.11,102.33,102.33,1466381
2023-10-03,102.37,102.74,101.11,102.65,1886838
2023-10-04,105.37,106.64,104.61,106.64,4562813
2023-10-05,102.96,104.55,102.54,102.83,1823692
2023-10-06,102.97,103.2,101.4,101.4,4930044
2023-10-09,102.57,103.63,101.55,103.63,2803868
2023-10-10,103.39,104.25,102.27,103.89,3250517
2023-10-11,102.99,103.32,101.35,101.35,2869678
2023-10-12,101.97,102.59,101.15,102.59,1847020
2023-10-13,102.59,104.39,101.26,101.26,957947
2023-10-16,102.32,102.37,101.86,101.86,2002840
2023-10-17,102.6,103.85,100.87,101.93,1607145
2023-10-18,100.09,100.5,98.6,98.6,4830694
2023-10-19,101.51,102.29,99.97,101.62,578610
2023-10-20,104.53,105.96,103.31,105.43,4418391
2023-10-23,103.18,103.37,101.32,102.61,3880701
2023-10-24,101.34,101.88,100.73,101.12,193451
2023-10-25,103.94,105.35,103.71,104.25,3098127
2023-10-26,102.62,104.25,100.93,100.93,2634696
2023-10-27,101.73,103.28,99.87,101.78,3452687
2023-10-30,101.94,103.15,101.12,101.12,3268033
2023-10-31,104.05,105.59,103.05,104.89,2822791
2023-11-01,101.88,102.54,101.78,102.54,2908726
2023-11-02,104.01,105.35,102.69,105.35,3931646
2023-11-03,100.85,101.57,99.84,99.84,2162965
2023-11-06,102.95,103.34,102.12,102.75,3487984
2023-11-07,101.02,102.63,100.0,100.0,3905523
2023-11-08,102.42,104.25,100.9,102.83,659775
2023-11-09,100.03,100.22,98.61,98.61,2340616
2023-11-10,102.95,104.6,101.24,104.39,2911894
2023-11-13,101.28,101.66,100.32,100.32,4314466
2023-11-14,103.7,104.31,101.91,103.3,1626608
2023-11-15,104.01,105.39,102.72,105.0,4139804
2023-11-16,100.92,101.3,99.8,101.3,1230398
2023-11-17,102.04,103.41,100.46,103.41,3252294
2023-11-20,100.18,101.57,99.08,99.45,3232441
2023-11-21,103.38,104.91,102.65,104.91,2372552
2023-11-22,101.59,103.0,100.84,103.0,2116374
2023-11-23,103.64,103.74,102.02,103.61,3004832
2023-11-24,103.95,104.19,102.91,103.58,2841635
2023-11-27,102.24,103.35,100.5,103.35,2408737
2023-11-28,101.97,103.87,101.03,102.3,3369519
2023-11-29,101.16,103.08,99.71,101.61,4003282
2023-11-30,103.23,104.57,102.09,103.6,2580749
2023-12-01,100.83,101.85,99.01,99.01,2786127
2023-12-04,102.25,103.47,101.71,103.24,110273
2023-12-05,102.68,103.42,102.1,102.1,1027898
2023-12-06,102.3,103.89,101.32,103.89,1888624
2023-12-07,102.63,103.42,101.12,102.46,1312285
2023-12-08,103.77,104.36,102.41,103.86,1009351
2023-12-11,103.49,103.73,102.82,102.82,1489369
2023-12-12,104.17,104.52,103.82,104.44,1672600
2023-12-13,105.42,106.12,103.72,105.3,2435341
2023-12-14,103.76,104.55,102.1,102.1,3144878
2023-12-15,102.14,103.57,101.19,101.29,2668279
2023-12-18,105.1,106.76,103.52,105.84,3600898
2023-12-19,105.09,106.49,103.14,103.14,1693212
2023-12-20,106.22,106.29,104.73,105.93,2070919
2023-12-21,106.45,106.64,104.79,104.79,797630
2023-12-22,105.38,107.28,103.46,106.03,986410
2023-12-25,102.83,104.01,102.81,104.01,4024889
2023-12-26,104.38,105.94,104.3,105.3,1356439
2023-12-27,105.19,105.82,103.29,105.82,2618598
2023-12-28,106.64,108.08,105.62,105.62,3717452
2023-12-29,105.96,106.91,104.94,105.58,3445328
